instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0822-A,35,5b6a7d9f5c27d020d5ad15a9a0a7d005,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",UN Secretary - General Kofi Annan said that withdrawal must be handled with what?,care,Security Council resolution,FALSE,FALSE
d0822-A,41,a9b71ed85ccaa18044b41ae4fb5b66df,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",What event put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,The February assassination,The killing of Lebanon's former prime minister Rafiq Hariri,TRUE,TRUE
d0822-A,41,13963520f84c3bfa843eba22c0a07e19,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",What did the February assassination of former Lebanon Prime Minister Hariri put Syria under from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,renewed pressure,fresh calls,TRUE,TRUE
d0822-A,41,9a6a49d07c6c9965f8e5a09dcc435dd5,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw what from Lebanon?,its troops,end its domination of its smaller neighbour,FALSE,FALSE
d0822-A,41,89870835f9a8fce8ae0c7e4342c8dea9,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from what country?,Lebanon,end its domination of its smaller neighbour,FALSE,FALSE
d0822-A,41,8518d1fc1c4101b751d5f56f938571ed,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",Who urged Syria to comply?,The US,UN chief Kofi Annan,FALSE,FALSE
d0822-A,41,ddc968784807ec74d57083fb76ee8faf,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",Who urged Syria to comply?,other European Union nations,UN chief Kofi Annan,FALSE,FALSE
d0822-A,41,fd65328641092e81d14f5e9df51e8cb7,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",Who encouraged Syria to withdraw its troops by the U.N. deadline of April 30?,Egypt,Kofi Annan,FALSE,FALSE
d0822-A,41,c3914476129ddfcfebc64336471723f3,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",Faced with what?,a U.N. ultimatum,"the Security Council could otherwise take ""measures"" against Damascus",FALSE,FALSE
d0822-A,41,765cf91271b2336f7e389c2f2482a7c0,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France","When did Syria pledge to remove all troops and intelligence agents, faced with a U.N. ultimatum?",April,before April,TRUE,TRUE
d0822-A,41,80fece40ca5e2c316b2f1105d1de197c,"Syrian President Bashar al-Assad on Saturday announced a plan to withdraw troops from Lebanon. UN chief Kofi Annan has called for a Syrian troop pullout from Lebanon before April, warning that the Security Council could otherwise take ""measures"" against Damascus, in an interview with Al-Arabiya television, the news channel said Thursday. The resolution was voted by nine of the 15 council members. The killing of Lebanon's former prime minister Rafiq Hariri has triggered fresh calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of its smaller neighbour. The resolution, originally proposed by France",What renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon?,The killing,The killing of Lebanon's former prime minister Rafiq Hariri,TRUE,TRUE
